GO	description	category	D1_S02_1L-s_R03	D1_S02_2.5L-s_R01.1	D1_S02_2.5L-s_R01.3	D1_S02_10L-s_R02	D1_S02_10L-m_R01	D1_S02_10L-m_R02	D1_S20_30L-m_R123	D1_S023_10L-m_R01	D1_S023_10L-m_R02	D1_S320_10L-m_R01	D1_S320_10L-m_R02	D1_S320_10L-m_R03	D1_S20_120L-m_R01	D1_S20_100L-m_R02	D1_S023_60L-m_R01	D1_S023_100L-m_R02	D1_S023_60L-m_R03	D1_S320_60L-m_R01	D1_S320_100L-m_R02	D1_S320_60L-m_R03	D1_S20_496L-m_R00	D1_S20_100L-m_R02	D1_S20_100L-m_R03	D1_S023_100L-m_R01	D1_S023_100L-m_R03	D1_S320_100L-m_R03	D2_S20_100L-m_R11	D2_S023_1000L-m_R00	D1_S02_1L-s_R01	D1_S02_1L-s_R02	D1_S02_10L-s_R01	D1_S02_2.5L-s_R01.2	D1_S02_2.5L-s_R01.4	D1_S02_10L-s_R03	D1_S02_10L-m_R03	D1_S023_10L-m_R03	D1_S20_60L-m_R03	D1_S20_100L-m_R01	D1_S023_496L-m_R00	D1_S023_100L-m_R02	D1_S320_496L-m_R00	D1_S320_100L-m_R01	D1_S320_100L-m_R02	D2_S20_1000L-m_R00	D2_S023_100L-m_R11	D2_S320_1000L-m_R00	D2_S320_100L-m_R11	D1_S20_776L-m_R00	D1_S023_716L-m_R00	D1_S320_716L-m_R00
GO:0001104	RNA polymerase II transcription cofactor activity	molecular function	3	2	0	1	3	2	31	4	2	4	5	0	39	74	5	0	3	5	6	0	74	19	43	0	0	8	38	2	2	2	3	1	0	1	16	6	67	67	1	2	3	2	3	49	1	7	6	86	4	9
GO:0001106	RNA polymerase II transcription corepressor activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	2	0	0	0	3	0	0
GO:0001168	transcription factor activity, RNA polymerase I upstream control element sequence-specific binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GO:0001503	ossification	biological process	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
GO:0001505	regulation of neurotransmitter levels	biological process	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0001510	RNA methylation	biological process	10	11	9	9	5	7	2	18	10	1	4	0	13	8	23	19	17	12	9	4	8	2	4	19	17	15	1	15	13	10	14	14	16	14	26	15	3	5	15	16	7	6	5	2	20	6	5	8	19	17
GO:0001514	selenocysteine incorporation	biological process	64	47	52	62	30	51	0	90	46	11	11	2	26	12	91	101	78	53	30	34	20	2	21	72	75	55	2	48	63	79	81	83	82	80	113	54	2	9	88	99	29	39	34	2	72	24	27	24	121	66
GO:0001518	voltage-gated sodium channel complex	cellular component	0	0	0	0	0	0	4	0	0	0	0	0	3	9	0	0	0	0	0	0	14	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	7	0	0	0	12	0	0
GO:0001522	pseudouridine synthesis	biological process	978	743	804	855	529	749	27	1581	777	185	132	54	470	225	1476	1573	1512	815	471	608	380	23	366	1312	1452	915	67	1100	1234	1493	1440	1546	1331	1278	2055	1020	58	187	1765	1939	638	615	489	49	1998	553	665	389	2270	1290
GO:0001530	lipopolysaccharide binding	molecular function	24	14	23	23	13	17	0	33	20	1	1	1	8	2	32	33	34	17	9	17	5	0	7	28	34	20	1	29	28	26	26	27	27	32	35	19	2	3	36	39	14	11	10	0	34	12	13	8	41	21
GO:0001558	regulation of cell growth	biological process	1	0	0	1	0	0	0	1	2	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	4	1	1	1	1	2	2	1	1	2	2	1	3	0	2	3	0	0	0	0	3	1	0	0	3	0
GO:0001607	neuromedin U receptor activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0001614	purinergic nucleotide receptor activity	molecular function	2	2	3	2	3	4	19	6	4	1	0	1	28	40	2	2	3	4	4	2	42	8	20	2	3	4	15	2	3	4	3	3	6	2	5	6	27	31	4	3	1	3	1	24	3	5	5	58	4	6
GO:0001664	G-protein coupled receptor binding	molecular function	0	0	0	0	0	0	3	0	0	0	0	0	3	5	0	0	0	0	0	0	5	1	4	0	0	0	3	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	3	0	0	0	6	0	0
GO:0001671	ATPase activator activity	molecular function	17	17	17	14	11	13	3	30	19	3	3	3	13	9	34	31	29	17	13	12	15	1	16	25	27	22	6	19	25	30	31	29	22	24	48	24	9	9	32	34	13	15	10	7	34	10	10	17	48	24
GO:0001678	cellular glucose homeostasis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0001680	tRNA 3'-terminal CCA addition	biological process	1	1	2	1	1	1	0	2	1	1	0	0	0	0	3	2	1	2	0	1	0	0	0	1	2	1	0	1	2	2	1	1	2	3	3	1	0	0	2	2	1	1	0	0	1	0	0	0	1	1
GO:0001682	tRNA 5'-leader removal	biological process	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	1	0	1	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	3	1	0	0	1	1	0	1	0	1	0	5	1	1
GO:0001726	ruffle	cellular component	0	0	0	0	0	0	3	0	0	0	0	0	3	5	0	0	0	0	0	0	7	3	3	0	0	0	2	0	0	0	0	0	0	0	0	0	5	4	1	0	0	0	0	1	0	0	0	3	0	0
GO:0001733	galactosylceramide sulfotransferase activity	molecular function	2	0	0	0	0	0	13	0	0	0	5	0	25	48	3	2	3	0	3	0	47	8	15	0	1	1	18	1	2	0	3	0	2	0	4	0	41	39	0	1	3	1	2	35	1	6	5	47	3	7
GO:0001822	kidney development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0
GO:0001882	nucleoside binding	molecular function	1	1	0	0	2	0	1	1	1	0	0	0	4	4	1	0	0	0	2	0	4	0	5	0	0	2	3	0	1	1	1	0	0	0	3	2	4	4	0	0	1	1	0	5	1	1	0	5	1	3
GO:0001919	regulation of receptor recycling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
GO:0002098	tRNA wobble uridine modification	biological process	127	99	100	104	57	88	5	197	98	10	5	2	42	31	178	203	195	90	50	65	37	7	33	157	180	104	9	124	121	143	148	178	134	142	206	118	9	29	181	196	60	58	44	9	202	48	68	38	236	124
GO:0002100	tRNA wobble adenosine to inosine editing	biological process	107	100	105	115	65	92	0	177	92	14	9	6	46	21	194	195	163	109	51	62	30	2	39	168	169	119	5	125	152	159	171	186	165	162	216	109	2	17	216	222	80	78	61	4	207	62	81	37	267	140
GO:0002128	tRNA nucleoside ribose methylation	biological process	5	3	2	3	3	2	0	4	1	1	2	0	2	1	9	5	7	2	1	2	0	0	0	4	4	2	0	0	4	5	4	6	6	2	9	5	0	0	5	7	1	2	2	0	3	0	0	0	8	1
GO:0002143	tRNA wobble position uridine thiolation	biological process	10	9	11	6	5	6	0	19	10	0	1	0	4	0	19	17	13	7	4	5	2	0	2	12	15	4	0	7	11	14	16	15	14	14	20	5	0	0	18	17	7	4	4	0	15	4	3	4	22	11
GO:0002161	aminoacyl-tRNA editing activity	molecular function	526	387	385	464	253	363	7	857	389	67	47	23	221	96	828	912	825	372	226	250	149	7	162	756	828	438	13	586	641	776	766	859	733	668	1052	541	11	67	928	1006	305	299	215	18	977	243	315	139	1146	632
GO:0002218	activation of innate immune response	biological process	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0
GO:0002943	tRNA dihydrouridine synthesis	biological process	29	24	28	21	17	19	0	46	19	2	0	0	8	2	46	50	50	19	9	10	5	0	5	40	38	30	3	33	27	39	31	49	41	26	60	25	0	1	45	56	10	14	10	0	60	10	16	3	57	23
GO:0002949	tRNA threonylcarbamoyladenosine modification	biological process	378	305	311	357	193	284	2	675	325	46	38	12	137	48	615	670	599	330	179	226	95	4	110	554	593	342	16	447	454	556	557	596	535	489	796	395	3	43	724	793	248	243	191	5	800	193	243	107	940	482
GO:0003333	amino acid transmembrane transport	biological process	92	73	77	81	41	71	17	135	81	21	15	6	63	65	121	125	119	86	47	61	83	13	69	121	107	87	23	68	115	117	126	128	107	106	161	80	30	52	120	140	51	55	49	32	97	47	49	92	169	123
GO:0003676	nucleic acid binding	molecular function	6129	5223	4747	5074	3559	5136	5266	10572	4753	2317	1863	1642	11281	12228	9341	9747	8997	6449	4029	4793	14382	3312	9028	8942	8825	8041	6289	6892	7638	9366	8960	9434	8499	7789	13075	6564	10910	12932	11086	11717	4936	5248	4396	8425	12527	8351	8088	16658	14095	11093
GO:0003677	DNA binding	molecular function	14451	12179	11307	12548	7639	11071	1239	26264	12090	2758	2069	1039	9391	5304	23291	25121	22811	13757	7649	9970	7437	891	6875	22772	22508	15532	1751	17603	19061	23632	22373	23887	21311	19813	32604	15171	2267	4751	29505	30559	10505	10616	8210	1968	33276	10679	12155	7971	36821	21613
GO:0003678	DNA helicase activity	molecular function	550	503	423	464	335	453	223	1291	491	150	123	79	647	482	950	972	889	643	396	488	568	149	461	1115	903	820	268	703	715	892	846	906	858	723	1350	566	375	457	1351	1342	482	533	399	319	1425	625	662	673	1457	1121
GO:0003682	chromatin binding	molecular function	2	3	2	0	2	2	18	5	2	5	3	0	23	36	5	0	4	0	7	1	37	12	24	0	0	4	22	1	1	2	2	0	3	1	10	7	43	41	0	0	0	1	1	21	2	4	3	52	3	8
GO:0003684	damaged DNA binding	molecular function	531	422	423	493	268	389	28	868	425	71	44	17	225	127	785	882	819	424	231	301	175	19	175	712	757	495	38	602	640	789	746	781	715	689	1065	532	43	116	957	1027	330	336	265	51	1031	305	362	232	1228	667
GO:0003688	DNA replication origin binding	molecular function	175	133	133	151	99	145	4	325	145	22	14	7	70	31	287	337	311	139	75	111	54	10	59	273	299	170	10	222	244	288	257	307	259	227	416	193	7	29	372	395	123	104	91	9	408	106	130	56	455	246
GO:0003689	DNA clamp loader activity	molecular function	4	1	0	0	2	4	4	2	2	1	0	0	6	4	5	2	2	3	2	1	7	1	5	2	1	1	2	7	1	2	0	1	0	0	5	5	3	6	1	1	0	1	1	4	5	0	1	5	5	5
GO:0003690	double-stranded DNA binding	molecular function	9	8	9	8	5	4	2	15	7	8	3	0	14	7	24	13	9	6	5	5	10	4	10	9	7	18	6	4	10	13	11	11	8	8	15	15	4	6	9	5	4	7	7	5	6	20	10	8	20	27
GO:0003697	single-stranded DNA binding	molecular function	600	580	490	569	338	474	18	1217	582	110	76	23	362	142	893	970	880	626	340	500	232	16	262	1025	881	680	64	654	747	932	907	997	903	813	1265	616	15	116	1223	1211	490	479	382	36	1359	425	501	248	1388	917
GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular function	3424	2867	2730	3037	1826	2610	338	5477	2932	680	437	200	2050	1393	5115	5489	5084	3060	1681	2282	1968	269	1714	4609	4844	3289	541	3829	4287	5235	5034	5315	4695	4627	6615	3486	737	1385	6046	6493	2480	2443	1943	621	6578	2284	2637	2241	7674	4688
GO:0003707	steroid hormone receptor activity	molecular function	0	0	0	0	0	2	11	0	0	0	0	0	17	29	0	0	0	0	0	0	35	7	19	0	0	0	22	0	0	0	0	0	0	0	0	0	31	28	0	0	0	0	0	27	0	0	1	43	0	0
GO:0003712	transcription cofactor activity	molecular function	2	2	1	0	5	2	9	7	4	3	9	1	31	40	8	2	3	4	7	1	40	10	28	1	1	9	22	0	4	5	4	2	3	0	11	7	39	39	1	5	4	3	6	34	4	9	9	61	9	14
GO:0003713	transcription coactivator activity	molecular function	2	14	4	6	6	5	13	36	9	3	2	1	36	39	14	12	18	18	12	13	36	10	18	24	18	30	32	7	3	9	12	9	9	6	18	11	38	44	23	28	9	14	8	35	27	9	12	48	28	32
GO:0003714	transcription corepressor activity	molecular function	0	0	0	0	1	1	4	1	0	1	1	1	9	14	2	1	0	0	0	0	17	3	11	0	0	0	5	0	0	0	1	0	0	1	4	0	12	14	0	0	1	1	0	10	0	0	1	12	2	1
GO:0003721	telomerase RNA reverse transcriptase activity	molecular function	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
GO:0003723	RNA binding	molecular function	6690	5416	5243	5802	3593	5055	363	11379	5435	1326	1006	386	3555	1876	10505	11564	10380	5659	3277	4118	2766	290	2717	9300	10041	6361	575	7808	8615	10665	10071	10810	9664	8958	14904	7030	642	1688	12618	13547	4590	4477	3574	567	14314	4257	5021	3016	15996	8998
GO:0003724	RNA helicase activity	molecular function	3	1	5	0	1	3	2	13	0	0	0	1	2	3	14	12	10	1	2	1	3	1	1	10	13	7	0	10	3	12	6	3	7	4	18	4	2	2	8	12	1	4	1	2	22	4	9	2	14	7
GO:0003725	double-stranded RNA binding	molecular function	224	194	199	208	129	180	5	392	186	40	20	7	111	34	353	386	384	202	129	133	69	5	85	349	373	222	14	274	293	364	355	416	338	337	526	257	6	50	476	498	155	149	124	8	527	128	174	73	590	315
GO:0003726	double-stranded RNA adenosine deaminase activity	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003729	mRNA binding	molecular function	14	7	8	10	8	8	7	14	9	3	3	0	18	28	12	11	12	11	5	5	22	8	16	7	9	9	11	7	8	9	12	9	12	9	19	9	17	18	8	13	7	6	7	10	11	11	11	30	14	12
GO:0003735	structural constituent of ribosome	molecular function	8877	7479	7008	7634	5087	6843	547	15066	6916	2260	1928	877	5040	2585	14150	15607	14037	7919	4603	5874	3645	409	3775	12486	13422	8794	650	10476	11754	14485	13555	14637	13213	12050	20655	9765	567	2369	16964	18210	6408	6414	5217	634	19704	6455	7361	4024	21255	12479
GO:0003743	translation initiation factor activity	molecular function	580	455	439	486	290	426	53	970	455	100	65	27	346	184	945	1010	926	487	267	356	280	35	260	783	848	550	69	672	733	884	881	929	823	777	1341	612	101	185	1098	1134	388	350	310	96	1252	362	430	301	1417	797
GO:0003746	translation elongation factor activity	molecular function	665	502	516	554	320	477	14	1180	468	90	74	21	309	134	1040	1179	1054	512	309	351	206	14	214	945	1051	589	35	743	763	985	952	1040	883	816	1480	646	36	107	1211	1299	402	397	297	21	1354	379	440	208	1514	739
GO:0003747	translation release factor activity	molecular function	400	321	321	342	210	292	8	722	312	60	40	14	191	78	662	733	650	323	173	229	127	13	132	595	661	362	17	485	544	633	621	689	586	584	943	450	13	64	774	860	250	253	198	19	930	227	286	138	1009	517
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular function	387	288	295	332	214	282	23	639	308	120	82	25	303	172	606	600	567	335	215	253	232	30	217	510	562	423	49	396	495	603	576	597	576	505	880	441	83	149	677	753	279	268	218	57	711	270	339	242	884	588
GO:0003756	protein disulfide isomerase activity	molecular function	2	3	2	1	3	0	6	3	2	2	3	0	13	13	7	1	3	2	5	2	14	2	16	0	1	9	8	2	2	3	2	1	1	0	8	4	8	11	0	0	3	0	4	5	1	8	6	12	5	5
GO:0003774	motor activity	molecular function	366	315	360	341	210	292	424	553	300	130	96	39	747	753	565	549	511	303	269	232	931	283	622	418	432	465	369	413	437	516	551	542	499	498	752	404	779	855	553	662	275	290	246	553	770	371	407	1107	808	612
GO:0003777	microtubule motor activity	molecular function	83	99	120	27	70	61	191	119	62	115	181	41	582	462	252	64	149	101	278	59	584	96	368	31	43	432	186	46	91	103	133	87	108	58	424	202	406	371	42	78	108	121	121	255	108	308	347	506	171	380
GO:0003779	actin binding	molecular function	6	11	2	5	6	7	44	9	9	14	6	3	76	104	23	12	17	10	15	7	109	23	64	8	11	30	62	14	10	11	14	7	8	6	26	17	94	121	11	13	7	12	13	75	17	29	25	144	13	42
GO:0003785	actin monomer binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0	15	3	7	0	0	0	8	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	11	0	1	0	14	0	0
GO:0003796	lysozyme activity	molecular function	42	75	43	37	34	57	5	292	98	14	15	4	70	25	136	124	110	143	78	118	37	2	51	299	140	191	13	93	64	74	98	83	79	61	171	54	6	23	283	209	91	98	52	7	266	73	110	33	248	224
GO:0003810	protein-glutamine gamma-glutamyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	2	0	0
GO:0003824	catalytic activity	molecular function	39649	32599	32089	35242	20826	29403	1182	66566	32584	6534	4800	2053	21521	10520	61960	66979	60873	33486	19714	23995	16334	1236	16438	55159	60170	38935	2396	44977	51075	61573	60070	64181	57368	54287	84392	41977	2311	8310	73584	78996	26892	26758	21272	2433	80525	23422	28033	16331	95975	52626
GO:0003825	alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity	molecular function	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	2	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1
GO:0003830	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity	molecular function	91	66	52	74	39	58	3	304	68	2	3	1	28	11	196	269	307	72	27	36	22	2	24	269	321	134	8	231	131	200	147	184	138	119	367	102	10	14	316	347	45	46	21	9	448	44	87	16	447	148
GO:0003839	gamma-glutamylcyclotransferase activity	molecular function	24	22	25	22	15	19	9	38	23	4	2	2	26	14	46	39	38	23	22	22	24	0	22	29	31	28	5	27	29	34	43	38	39	33	46	30	16	20	39	46	15	20	21	7	39	21	20	31	57	32
GO:0003841	1-acylglycerol-3-phosphate O-acyltransferase activity	molecular function	14	11	11	10	5	8	0	17	11	1	2	1	4	0	22	28	19	9	6	4	3	0	1	23	23	7	0	9	14	17	17	15	14	19	21	10	0	0	22	26	5	7	2	1	17	1	2	2	25	10
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	molecular function	44	37	35	40	24	33	0	64	45	3	4	2	19	4	57	60	53	29	18	31	12	3	16	59	54	39	4	42	44	58	55	55	56	51	62	35	0	5	64	59	27	21	20	0	61	21	22	14	75	45
GO:0003843	1,3-beta-D-glucan synthase activity	molecular function	6	7	6	0	4	5	0	8	3	8	10	2	26	5	9	3	2	5	13	0	12	0	11	1	0	21	0	1	2	13	8	3	2	4	16	12	0	4	0	1	3	5	3	0	5	16	12	3	5	22
GO:0003844	1,4-alpha-glucan branching enzyme activity	molecular function	14	10	12	11	5	11	0	19	13	4	0	0	7	1	23	21	20	11	8	11	4	0	4	18	15	11	0	17	17	17	17	17	16	14	19	10	0	0	18	19	8	6	5	0	20	6	7	5	23	17
GO:0003847	1-alkyl-2-acetylglycerophosphocholine esterase activity	molecular function	22	15	13	17	11	13	2	36	14	5	6	0	14	24	25	30	29	16	13	7	21	2	14	27	28	16	9	18	22	22	31	32	28	27	46	15	13	13	30	33	12	8	8	7	34	13	16	21	44	30
GO:0003848	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	molecular function	190	166	157	159	105	154	1	348	182	25	17	5	81	28	307	332	334	148	98	117	49	3	57	272	322	183	11	239	265	327	306	323	280	268	426	196	2	27	411	411	123	127	93	4	431	107	144	51	496	263
GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	molecular function	248	186	172	221	126	175	1	432	196	34	18	6	106	48	371	423	371	171	118	130	86	5	97	320	378	211	9	269	368	419	412	458	396	386	611	288	0	35	493	552	199	178	156	11	567	164	200	76	597	325
GO:0003852	2-isopropylmalate synthase activity	molecular function	253	208	213	217	139	188	2	463	193	21	18	3	89	38	397	498	447	184	97	134	57	2	65	354	394	220	6	334	360	450	396	468	420	377	617	319	0	31	530	584	179	176	131	6	595	175	195	66	663	337
GO:0003854	3-beta-hydroxy-delta5-steroid dehydrogenase activity	molecular function	41	51	29	41	24	37	3	94	34	11	4	1	43	17	88	77	86	33	22	28	19	2	25	88	101	61	2	67	79	98	75	74	68	70	119	51	5	9	114	111	29	30	19	6	108	21	44	28	150	69
GO:0003855	3-dehydroquinate dehydratase activity	molecular function	188	147	151	185	114	126	2	335	164	27	18	3	68	20	307	335	328	172	89	105	54	4	47	272	327	179	8	251	247	315	295	338	300	252	453	208	1	28	417	412	130	131	88	2	477	110	142	53	519	258
GO:0003856	3-dehydroquinate synthase activity	molecular function	103	74	81	81	46	78	0	167	74	11	5	0	26	4	149	169	166	71	34	52	14	0	15	143	174	84	0	112	99	122	119	128	113	100	191	81	0	4	178	200	40	51	36	1	184	45	46	16	207	97
GO:0003857	3-hydroxyacyl-CoA dehydrogenase activity	molecular function	429	361	348	387	215	321	15	654	367	80	58	28	255	149	623	680	620	350	253	285	192	10	207	540	571	415	30	434	590	684	691	703	652	644	854	484	41	101	786	808	304	306	256	30	720	264	288	196	945	572
GO:0003858	3-hydroxybutyrate dehydrogenase activity	molecular function	3	3	3	3	1	1	0	3	1	0	0	0	0	0	4	3	4	1	1	2	1	0	1	3	4	3	0	1	2	4	3	3	1	1	3	1	0	0	4	2	1	1	1	0	4	1	3	1	2	1
GO:0003860	3-hydroxyisobutyryl-CoA hydrolase activity	molecular function	82	74	80	78	55	68	4	119	69	16	3	5	67	35	117	112	117	76	52	50	49	5	44	101	101	80	6	75	112	120	129	124	118	114	170	102	11	18	142	156	60	57	51	13	152	60	63	47	201	127
GO:0003861	3-isopropylmalate dehydratase activity	molecular function	238	186	185	207	115	176	2	402	173	24	11	0	72	26	380	412	368	167	94	117	37	1	56	305	345	216	6	251	269	316	316	332	309	294	448	209	1	22	394	413	131	127	97	4	419	118	146	52	476	229
GO:0003862	3-isopropylmalate dehydrogenase activity	molecular function	98	73	86	79	41	74	0	162	66	8	1	1	23	9	142	162	138	70	42	49	14	0	17	125	125	81	5	94	88	111	120	127	104	106	157	72	0	10	138	146	46	46	41	1	168	49	56	21	167	88
GO:0003864	3-methyl-2-oxobutanoate hydroxymethyltransferase activity	molecular function	281	224	237	243	152	226	1	456	232	39	29	10	130	47	457	480	459	238	153	192	87	4	96	414	460	283	11	340	370	488	458	472	468	409	652	322	2	30	561	626	195	178	145	7	635	160	191	74	742	360
GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	molecular function	62	46	55	52	26	38	0	118	45	4	3	0	14	3	107	132	119	42	19	28	11	0	12	91	104	56	2	73	60	83	64	74	61	58	120	49	0	3	111	127	30	22	18	0	144	22	28	10	144	60
GO:0003867	4-aminobutyrate transaminase activity	molecular function	2	2	1	3	0	0	0	4	3	1	0	0	1	0	3	4	4	1	0	1	0	0	0	3	2	0	0	0	2	2	4	4	3	3	3	1	0	0	2	3	0	1	0	0	1	0	0	1	3	2
GO:0003868	4-hydroxyphenylpyruvate dioxygenase activity	molecular function	4	6	2	5	1	7	0	13	6	2	0	0	2	2	10	12	10	9	3	5	2	0	1	12	10	4	0	5	6	10	10	9	11	7	13	2	0	2	8	10	4	3	2	0	8	3	4	3	19	12
GO:0003870	5-aminolevulinate synthase activity	molecular function	35	36	31	32	21	31	0	55	33	1	0	0	5	4	54	59	46	31	17	27	5	0	6	49	48	34	0	41	43	46	46	52	44	42	71	46	1	4	60	61	26	21	15	0	78	23	21	14	74	45
GO:0003871	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity	molecular function	65	54	46	51	29	48	0	91	54	8	2	2	16	4	94	107	93	46	28	31	19	0	18	71	80	58	3	47	78	86	86	80	83	76	107	71	5	11	97	103	31	30	33	3	74	27	26	22	123	71
GO:0003872	6-phosphofructokinase activity	molecular function	145	109	109	118	76	112	4	216	115	26	25	11	80	43	184	201	188	122	75	91	63	7	61	177	192	133	13	143	169	197	191	207	194	174	271	134	18	37	229	237	81	86	65	18	248	74	92	64	302	181
GO:0003873	6-phosphofructo-2-kinase activity	molecular function	1	4	3	2	3	2	2	3	2	6	5	1	17	14	6	0	8	2	9	2	13	2	8	0	0	9	4	1	0	4	5	2	3	0	11	4	6	10	0	4	5	2	6	8	3	5	8	14	6	14
GO:0003874	6-pyruvoyltetrahydropterin synthase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	4	1	0	1	0	1	1	0	0	0	2	1	1
GO:0003876	AMP deaminase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0003877	ATP adenylyltransferase activity	molecular function	12	11	10	10	8	13	0	10	8	2	1	0	5	2	14	15	12	11	7	7	3	0	4	11	13	12	0	10	10	11	16	11	15	13	14	9	0	1	16	15	7	8	7	0	13	8	9	2	24	14
GO:0003879	ATP phosphoribosyltransferase activity	molecular function	177	147	150	160	108	138	1	286	133	27	16	3	70	32	262	291	248	154	91	102	49	3	56	221	254	156	7	212	245	295	290	287	282	248	389	210	2	21	355	366	137	137	95	8	401	112	136	54	448	243
GO:0003883	CTP synthase activity	molecular function	244	169	164	212	120	162	2	384	178	43	27	8	112	52	320	370	349	179	89	130	82	7	82	291	331	201	13	246	299	376	338	381	335	324	480	248	9	39	446	458	170	156	126	13	484	139	187	96	536	275
GO:0003884	D-amino-acid oxidase activity	molecular function	1	0	0	0	0	0	1	0	0	0	2	1	2	0	2	1	2	2	0	0	1	2	2	0	3	1	2	0	2	5	0	1	2	1	3	2	2	3	0	0	0	1	0	3	0	0	2	5	1	1
GO:0003885	D-arabinono-1,4-lactone oxidase activity	molecular function	23	19	15	19	11	18	1	35	16	6	3	3	20	12	39	31	34	27	9	15	12	2	9	34	27	21	2	18	25	35	24	34	32	26	39	20	4	10	31	36	14	12	10	3	26	8	14	20	44	32
GO:0003887	DNA-directed DNA polymerase activity	molecular function	1278	1159	1005	1140	709	1044	90	2728	1212	210	160	49	747	330	2151	2436	2229	1300	752	946	511	62	561	2522	2296	1507	145	1748	1730	2118	2067	2258	1989	1755	3143	1425	98	302	3036	3103	993	1064	777	113	3341	992	1200	529	3629	2101
GO:0003896	DNA primase activity	molecular function	253	233	185	209	133	182	10	573	250	44	28	7	135	58	403	443	407	291	153	212	87	8	85	481	401	361	26	282	296	418	359	396	365	327	579	247	12	47	603	558	193	192	130	21	627	163	214	106	649	412
